Taxon,Taxonomic.status,Taxon.update,Taxon.notes,LA,leafC,leafN.mg.g,height,rootC,rootN.mg.g,seed.dry.mass,SLA,leaf.thickness,root.depth,RTD,fineRTD,LDMC,SRL,fineSRL,rootDiam,Fine.root.C.N.ratio,Root.Shoot.Ratio,Notes,Notes.2,,,
ROMULEA ROSEA,Accepted,ROMULEA ROSEA,,,,,,,,3.56,,,,,,,,,,,,,,,,
ROSA ACICULARIS,Accepted,ROSA ACICULARIS,,,,10.65,0.762,571.417869,19.83128735,12.54153986,,,0.1524,0.27,,,55.8341358,,0.2912,,,"RootC and N, RTD, SRL, diam from groot",,,,
ROSA ARKANSANA,Accepted,ROSA ARKANSANA,,2052.76675,433.2345,17.3145,0.314166667,,,14.9,17.98307476,,6.4516,0.421153994,,,41.52607134,,0.30555,,0.202533563,"depth, RTD, SRL, diam from groot",,,,
ROSMARINUS OFFICINALIS,Accepted,ROSMARINUS OFFICINALIS,,,,,,,,,,,,0.534580651,,,11.79132349,,0.424333333,,,"RTD, SRL, diam from groot",,,,
RUBIA PEREGRINA,Accepted,RUBIA PEREGRINA,,303,417,13.1,0.25275,389.7,13.4,24.96151667,14.4517037,,,0.143,,0.228473333,104.1,,0.3625,,,"RootC and N, RTD, SRL, diam from groot",,,,
RUBUS TRIVIALIS,Accepted,RUBUS TRIVIALIS,,,,,,,,2.43,,,,,,,,,,,,,,,,
RUBUS URSINUS,Accepted,RUBUS URSINUS,,1793,,20.1,1.5048,,,1.785302715,28.919,,0.3556,,,,,,,,,,,,,
RUDBECKIA HIRTA,Accepted,RUDBECKIA HIRTA,,,,28.33854,0.48345,,21.64598,0.263770653,19.67108394,0.24,0.254,0.14325585,,0.211065384,119.2626432,,0.2691575,,,"RootN, RTD, SRL, diam from groot",,,,
RUELLIA BAURII,Accepted,RUELLIA BAURII,,,,,,,,,,,,,,,,,,,,,,,,
RUELLIA HUMILIS,Accepted,RUELLIA HUMILIS,,,,,0.502906667,,,3.750411836,12.07550636,,0.1016,0.40803047,,0.518555292,18.40109592,,,,,"RTD, SRL from groot",,,,
RUMEX ACETOSA,Accepted,RUMEX ACETOSA,,1342.4365,452.33,40.4730773,0.63555,386.4098493,9.226533422,0.7405375,96.66666667,25.84234182,0.3155,0.252258472,,0.103332727,161.1286432,,0.240291458,,,"RootC and N, RTD, SRL, diam from groot",,,,
RUMEX ACETOSELLA,Accepted,RUMEX ACETOSELLA,,312.3011333,433.05,34.93757406,0.173251786,442,18.76112,0.585597813,86,26.0517312,0.342666667,0.166783945,,0.128587636,45.4288076,,0.262467915,,0.191822554,"RootC, RTD, diam from groot",,,,
RUMEX CRISPUS,Accepted,RUMEX CRISPUS,,6290,439.7947272,28.64619072,0.846916667,391.8,3.807,1.773211842,98.2,28.96982449,,0.330035336,,0.136728815,154.3076856,1056.194309,0.17924,,,"RootC, RTD, SRL, diam from groot",,,,
RUMEX HASTATULUS,Accepted,RUMEX HASTATULUS,,,,,,,,0.43,,,,,,,,,,,,,,,,
RYTIDOSPERMA CAESPITOSUM,Accepted,RYTIDOSPERMA CAESPITOSUM,,310.75005,,,0.55,,,,,5.683135408,0.66,,,,168.7,,0.271,,,"depth, SRL, diam from groot",,,,
RYTIDOSPERMA NUDIFLORUM,Accepted,RYTIDOSPERMA NUDIFLORUM,,,,,,,,1.275,,,,,,,,,,,,,,,,
RYTIDOSPERMA VIRESCENS,Accepted,RYTIDOSPERMA VIRESCENS,,,,,,,,,,,,,,,,,,,,,,,,
SALIX HERBACEA,Accepted,SALIX HERBACEA,,140.4742179,540.3332123,23.22611667,0.034166667,,10.25,0.291333333,16.45337359,0.18925,,,,,,,,,,,,,,
SALIX REPENS,Accepted,SALIX REPENS,,138.6528571,,17.00382579,0.812,,5.44,0.044,12.90991206,,,,,0.390733,,,,,,RootN from groot,,,,
SALSOLA KALI,Accepted,SALSOLA KALI,,,,7.39,,,,,10.84692732,,1.38,134.032086,6.92E-07,,19.34,0.001239453,0.183333333,,,"RootN, depth, SRL from groot","SLA, RTD, fineRTD, SRL, Diam from Farkas, T.E., B.P. Gerstner, and K.D. Whitney. 2021. SEV-LTER Plant Traits Database ver 1. Environmental Data Initiative. https://doi.org/10.6073/pasta/5b3a6d80a1c6d3121a2196cb40838849 (Accessed 2023-03-20).",,,
SALVIA PRATENSIS,Accepted,SALVIA PRATENSIS,,6575.938,,19.3,0.520833333,,,2.13107037,24.4875,,,,,0.171,,,,,,,,,,
SALVIA VERBENACA,Accepted,SALVIA VERBENACA,,13333,,,0.508333333,,,2.044,11.94,,,,,,,,,,,,,,,
SANGUISORBA MINOR,Accepted,SANGUISORBA MINOR,,3124.25,458,19.82857143,0.340136667,419.390573,13.0925861,6.194200572,17.81475981,0.14875,0.3048,0.290931094,,0.330051111,118.7237432,,0.4611271,,,"RootC and N, RTD, SRL, diam from groot",,,,
SANICULA CRASSICAULIS,Accepted,SANICULA CRASSICAULIS,,,,,,,,5.836,,,,,,,,,,,,,,,,
SASSAFRAS ALBIDUM,Accepted,SASSAFRAS ALBIDUM,,,,,14.37586667,383.0989096,16.17708389,82.70240338,17.85959559,0.142530308,0.4572,0.22862963,,,17.9541012,,0.67624537,,,"RootC and N, RTD, SRL, diam from groot",,,,
SCABIOSA COLUMBARIA,Accepted,SCABIOSA COLUMBARIA,,5293.333333,,21.2,0.594444444,,,1.867481481,19.16302632,,,0.347953216,,0.171333333,120.2294669,,0.181166667,,,"RTD, SRL, diam from groot",,,,
SCHINUS JOHNSTONII,Accepted,SCHINUS JOHNSTONII,,,,,,,,,,,,,,,,,,,,,,,,
SCHISMUS ARABICUS,Accepted,SCHISMUS ARABICUS,,,,,,,,0.0675,,,,,,,,,,,,,,,,
SCHISMUS BARBATUS,Accepted,SCHISMUS BARBATUS,,67,,,0.25,,,0.040333333,18.21,,,,,,,,,,,,,,,
SCHIZACHYRIUM SCOPARIUM,Accepted,SCHIZACHYRIUM SCOPARIUM,,456.2209586,444.8279,11.35103139,0.726385185,432.1,7.8,1.385477078,22.36209662,0.09,0.3048,0.403212551,,0.389647039,61.28840793,71.30034186,0.2,,0.476882281,RTD from groot,,,,
SCHOENUS APOGON,Accepted,SCHOENUS APOGON,,,,,,,,,,,,,,,,,,,,,,,,
SCLERIA CILIATA,Accepted,SCLERIA CILIATA,,,,,,,,,,,,,,,,,,,,,,,,
SCLERIA TRIGLOMERATA,Accepted,SCLERIA TRIGLOMERATA,,,,,,,,4.9,,,,,,,,,,,,,,,,
SCLEROLAENA DIACANTHA,Accepted,SCLEROLAENA DIACANTHA,,13.64983333,,,0.354166667,,,4.128833333,4.445479003,,,,,,,,,,,,,,,
SCLEROLAENA ERIACANTHA,Accepted,SCLEROLAENA ERIACANTHA,,16.1843,,,0.2,,,16.18,7.535749722,,,,,,,,,,,,,,,
SCLEROLAENA OBLIQUICUSPIS,Accepted,SCLEROLAENA OBLIQUICUSPIS,,6.90916,,,0.344,,,0.35,5.154593376,,,,,,,,,,,,,,,
SCLEROPOGON BREVIFOLIUS,Accepted,SCLEROPOGON BREVIFOLIUS,,,,,,,,,14.7175273,,,282.8631521,1.11E-06,,,0.027935458,0.053333333,,,"SLA, RTD, fineRTD, SRL, Diam from Farkas, T.E., B.P. Gerstner, and K.D. Whitney. 2021. SEV-LTER Plant Traits Database ver 1. Environmental Data Initiative. https://doi.org/10.6073/pasta/5b3a6d80a1c6d3121a2196cb40838849 (Accessed 2023-03-20).",,,,
SCORZONEROIDES AUTUMNALIS,Accepted,SCORZONEROIDES AUTUMNALIS,,185.5803226,430.6309329,19.34660756,0.310966667,,,0.742329167,21.52466367,,,,,0.159158935,,,,,0.734,,,,,
SCORZONEROIDES HELVETICA,Accepted,SCORZONEROIDES HELVETICA,,,,,,,,1.71,,,,,,,,,,,,,,,,
SECALE SYLVESTRE,Accepted,SECALE SYLVESTRE,,,,,,,,10.78,,,,,,,,,,,,,,,,
SEDUM LANCEOLATUM,Accepted,SEDUM LANCEOLATUM,,,,,,,,0.111,,,,,,,,,,,,,,,,
SEDUM STENOPETALUM,Accepted,SEDUM STENOPETALUM,,,,,,,,0.01575,,,0.1,,,,,,,,,depth from groot,,,,
SENECIO BUPLEUROIDES,Accepted,SENECIO BUPLEUROIDES,,,,,,,,,,,,,,,,,,,,,,,,
SENECIO CORONATUS,Accepted,SENECIO CORONATUS,,,,,,,,,,,,,,,,,,,,,,,,
SENECIO DELTOIDEUS,Accepted,SENECIO DELTOIDEUS,,,,,,,,0.15,,,,,,,,,,,,,,,,
SENECIO LASEGUEI,Accepted,SENECIO LASEGUEI,,,,,,,,,,,,,,,,,,,,,,,,
SENECIO LEUCANTHEMIFOLIUS,Accepted,SENECIO LEUCANTHEMIFOLIUS,,,,,,,,0.2,,,,,,,,,,,,,,,,
SENECIO MADAGASCARIENSIS,Accepted,SENECIO MADAGASCARIENSIS,,,,,,,,0.26,,,,,,,,,,,,,,,,
SENECIO MISER,Accepted,SENECIO MISER,,,,,,,,,,0.24,,,,,,,,,,,,,,
SENECIO RETRORSUS,Accepted,SENECIO RETRORSUS,,,,,,,,,,,,,,,,,,,,,,,,
SENECIO SELLOI,Accepted,SENECIO SELLOI,,,,,,,,,,,,,,,,,,,,,,,,
SENNA BAUHINIOIDES,Accepted,SENNA BAUHINIOIDES,,,,,,,,4.475,14.29802652,,1.7,183.0963078,6.25E-07,,,0.000789469,0.376666667,,,"SLA, RTD, fineRTD, SRL, Diam from Farkas, T.E., B.P. Gerstner, and K.D. Whitney. 2021. SEV-LTER Plant Traits Database ver 1. Environmental Data Initiative. https://doi.org/10.6073/pasta/5b3a6d80a1c6d3121a2196cb40838849 (Accessed 2023-03-20).",depth from groot,,,
SERICOCARPUS ASTEROIDES,Accepted,SERICOCARPUS ASTEROIDES,,,,,,,,1.2,,,,,,,,,,,,,,,,
SETARIA LEUCOPILA,Accepted,SETARIA LEUCOPILA,,,,,,,,0.6,,,,,,,,,,,,,,,,
SETARIA NIGRIROSTRIS,Accepted,SETARIA NIGRIROSTRIS,,,451.6,12.8,,459.9,3.5,,,0.14,,0.55,,,,,0.3,,,RTD from groot,,,,
SETARIA PAMPEANA,Accepted,SETARIA PAMPEANA,,,,24.7,,,,,19.52,,,,,,,,,,,,,,,
SETARIA PARVIFLORA,Accepted,SETARIA PARVIFLORA,,,,,0.316785714,,,0.981,9.88492,0.0969,,,,,,,,,,,,,,
SETARIA SPHACELATA,Accepted,SETARIA SPHACELATA,,,,10.0375,,,,0.7025,,,,,,,,,,,,,,,,
SIDA ARGENTINA,Accepted,SIDA ARGENTINA,,,,,,,,,,,,,,,,,,,,,,,,
SIDA INTRICATA,Unresolved,,synonym: Sida corrugata var. intricata,31.5056,,,0.15,,,,9.605365854,,,,,,,,,,,,,,,
SIDA PETROPHILA,Unresolved,,synonym: Sida calyxhymenia ,,,,,,,,,,,,,,,,,,,,,,,
SIDA SPODOCHROMA,Unresolved,,NA,,,,,,,,,,,,,,,,,,,,,,,
SILENE NUTANS,Accepted,SILENE NUTANS,,1277,436.82,35.742,0.454166667,,,0.361283766,19.43385725,,,,,0.168,,,,,2.072,,,,,
SILENE OTITES,Accepted,SILENE OTITES,,179.4916667,,,0.445833333,,,0.22777381,12.96333333,,0.5,,,0.226626667,,,,,,depth from groot,,,,
SILOXERUS MULTIFLORUS,Accepted,SILOXERUS MULTIFLORUS,,,,,,,,,,,,,,,,,,,,,,,,
SISYRINCHIUM BELLUM,Accepted,SISYRINCHIUM BELLUM,,8.331166667,,,,,,2.077875,175.8411695,0.172166667,,0.101107003,,,118.754489,,0.32952,,,"SLA, thick, Diam, SRL, RTD from Justin",,,,
SISYRINCHIUM MONTANUM,Accepted,SISYRINCHIUM MONTANUM,,,,,0.225,,,0.839,,,,,,,,,,,,,,,,
SISYRINCHIUM PLATENSE,Accepted,SISYRINCHIUM PLATENSE,,,,,,,,0.16,,,,,,,,,,,,,,,,
SOLANUM aethiopicum,Accepted,SOLANUM aethiopicum,,,,,,,,,,,,,,,,,,,,,,,,
SOLANUM ELAEAGNIFOLIUM,Accepted,SOLANUM ELAEAGNIFOLIUM,,,,,,,,5.35,11.75,0.620651667,1.77,64.44469909,3.92E-07,,,0.0015678,0.324,,,"RTD, fineRTD, SRL, Diam from Farkas, T.E., B.P. Gerstner, and K.D. Whitney. 2021. SEV-LTER Plant Traits Database ver 1. Environmental Data Initiative. https://doi.org/10.6073/pasta/5b3a6d80a1c6d3121a2196cb40838849 (Accessed 2023-03-20).",depth from groot,,,
SOLANUM ELLIPTICUM,Unresolved,,synonym: Solanum dianthophorum,941.8584333,,,0.333333333,,,1.04,5.402244049,,,,,,,,,,,,,,,
SOLDANELLA PUSILLA,Accepted,SOLDANELLA PUSILLA,,,,,0.02,,,,,,,,,,,,,,,,,,,
SOLENOGYNE DOMINII,Accepted,SOLENOGYNE DOMINII,,,,,,,,0.37,,,,,,,,,,,,,,,,
SOLIDAGO CANADENSIS,Accepted,SOLIDAGO CANADENSIS,,929,463.1921311,15.13338959,1.30146,,,0.084391667,17.75668436,0.12,0.3048,,,0.265092678,77.59504262,,0.486273328,,,"SRL,Diam from groot",,,,
SOLIDAGO LUDOVICIANA,Accepted,SOLIDAGO LUDOVICIANA,,,,,,,,,,,,,,,,,,,,,,,,
SOLIDAGO MISSOURIENSIS,Accepted,SOLIDAGO MISSOURIENSIS,,887.7354722,468.1775,13.3335,0.9144,,,0.278324477,10.60804205,,0.2032,0.208174196,,,100.2127031,,0.323716667,,,"RTD, SRL,diam from groot",,,,
SOLIDAGO NEMORALIS,Accepted,SOLIDAGO NEMORALIS,,609.8159571,439.494,15.47778333,0.5078,,23.31317375,0.27687915,13.95394921,0.1825,0.3048,0.129791058,,0.325770939,208.2087011,,0.369872222,,,"RootN, RTD, SRL,diam from groot",,,,
SOLIDAGO RIGIDA,Accepted,SOLIDAGO RIGIDA,,,,11.83477126,1.264426667,,8.386758333,0.604064051,11.95689468,,0.3048,0.212780118,,0.257875376,35.33592984,,0.482373411,,,"RootN, RTD, SRL,diam from groot",,,,
SOLIDAGO SPECIOSA,Accepted,SOLIDAGO SPECIOSA,,,,,,,8.9032965,0.25,,,,0.19,,,57,,0.38,,,"RootN, RTD, SRL,diam from groot",,,,
SOLIDAGO VIRGAUREA,Accepted,SOLIDAGO VIRGAUREA,,1424.25,464.9131127,28.29400969,0.509,,,0.52959881,25.12385635,0.165,0.046,,,0.210089685,4.546172562,,0.524574564,,,"depth, SRL, diam from groot",,,,
SONCHUS ARVENSIS,Accepted,SONCHUS ARVENSIS,,12192,,,1.1875,,,0.594027778,21,0.17,,,,0.109333333,,,,,,,,,,
SONCHUS ASPER,Accepted,SONCHUS ASPER,,5417.333333,,,0.5875,,,0.27749537,24.97389591,,,0.301036269,,0.123666667,223.2180487,,0.1419,,,"RTD, SRL, diam from groot",,,,
SONCHUS OLERACEUS,Accepted,SONCHUS OLERACEUS,,6105.75,,34.9,1.1328125,,,0.28766,39.67950467,0.2215,,,,0.1185,,,,,,,,,,
SORBUS AUCUPARIA,Accepted,SORBUS AUCUPARIA,,572.8690983,475.0343337,22.42468397,12.84846655,474.4272624,10.49866006,21.800509,18.97387301,0.1578,0.7112,0.252348857,,0.31626252,120.9392604,544.9818182,1.3965,45.18931557,,"RootC and N, RTD, SRL,diam from groot",,,,
SORGHASTRUM NUTANS,Accepted,SORGHASTRUM NUTANS,,1446.080286,447.6611321,11.00766508,1.072796923,,12.414309,1.885784785,20.65078024,,0.6096,0.242752216,,0.385913023,106.1696388,,0.254561111,,0.536913451,"RootN, RTD, SRL,diam from groot",,,,
SORGHUM HALEPENSE,Accepted,SORGHUM HALEPENSE,,,,22.2,1.3834,,,3.613103736,17.98889051,,0.254,,,,,,,,,,,,,
SPARTINA DENSIFLORA,Accepted,SPARTINA DENSIFLORA,,,,,,,,,,,,,,,,,,,,,,,,
SPERMACOCE NATALENSIS,Accepted,SPERMACOCE NATALENSIS,,,,,,,,0.51,,,,,,,,,,,,,,,,
SPHAERALCEA COCCINEA,Accepted,SPHAERALCEA COCCINEA,,,,,0.4572,,,2.301932367,12.61454363,,0.1524,0.312666667,6.69E-07,,65.5839699,,0.3163,,,"RTD, SRL, diam from groot","SLA RTD, from Farkas, T.E., B.P. Gerstner, and K.D. Whitney. 2021. SEV-LTER Plant Traits Database ver 1. Environmental Data Initiative. https://doi.org/10.6073/pasta/5b3a6d80a1c6d3121a2196cb40838849 (Accessed 2023-03-20).",,,
SPHAERALCEA HASTULATA,Accepted,SPHAERALCEA HASTULATA,,,,,,,,,14.04606421,,2.5,97.29821662,4.47E-07,,,0.001052042,0.492,,,"SLA, RTD, fineRTD, SRL, Diam from Farkas, T.E., B.P. Gerstner, and K.D. Whitney. 2021. SEV-LTER Plant Traits Database ver 1. Environmental Data Initiative. https://doi.org/10.6073/pasta/5b3a6d80a1c6d3121a2196cb40838849 (Accessed 2023-03-20).",depth from groot,,,
SPHAERALCEA POLYCHROMA,Accepted,SPHAERALCEA POLYCHROMA,,,,,,,,,15.13239789,,,127.8852838,4.76E-07,,,0.000940892,0.533333333,,,"SLA, RTD, fineRTD, SRL, Diam from Farkas, T.E., B.P. Gerstner, and K.D. Whitney. 2021. SEV-LTER Plant Traits Database ver 1. Environmental Data Initiative. https://doi.org/10.6073/pasta/5b3a6d80a1c6d3121a2196cb40838849 (Accessed 2023-03-20).",,,,
SPHENOPHOLIS OBTUSATA,Accepted,SPHENOPHOLIS OBTUSATA,,,,,0.97536,,,0.814830918,,,0.1016,,,,,,,,,,,,,
SPOROBOLUS COMPOSITUS,Accepted,SPOROBOLUS COMPOSITUS,,,,,,,,0.745,,,,,,,,,,,,,,,,
SPOROBOLUS CRYPTANDRUS,Accepted,SPOROBOLUS CRYPTANDRUS,,954.8,449.66,12.97358435,0.9144,,27.8335825,0.0988,23.90754717,0.115,0.4572,0.476,,,22.63833333,,,,,"RootN, RTD, SRL from groot",,,,
SPOROBOLUS FLEXUOSUS,Accepted,SPOROBOLUS FLEXUOSUS,,,,,0.9144,,,0.117126002,15.81345753,,0.254,,1.25E-06,,,,0.04,,,"SLA, RTD, Diam from Farkas, T.E., B.P. Gerstner, and K.D. Whitney. 2021. SEV-LTER Plant Traits Database ver 1. Environmental Data Initiative. https://doi.org/10.6073/pasta/5b3a6d80a1c6d3121a2196cb40838849 (Accessed 2023-03-20).",,,,
SPOROBOLUS RIGENS,Accepted,SPOROBOLUS RIGENS,,,,,,,,,,,,,,,,,,,,,,,,
STEINCHISMA HIANS,Accepted,STEINCHISMA HIANS,,,,,,,,,,,,,,,,,,,,,,,,
STELLARIA GRAMINEA,Accepted,STELLARIA GRAMINEA,,76.33333333,446.36,29.426,0.460386667,,,0.291668333,29.05086069,,,0.337078652,,0.140166111,251.0337458,,0.135266667,,0.502,"RTD, SRL, diam from groot",,,,
STENARIA NIGRICANS,Accepted,STENARIA NIGRICANS,,,,,0.2,,,0.1525,15.01261282,,,,,0.695929033,,,,,,,,,,
STENOTAPHRUM SECUNDATUM,Accepted,STENOTAPHRUM SECUNDATUM,,,,,0.27432,,,,,,0.3048,,,,,,,,,,,,,
STIPA COMATA,Accepted,STIPA COMATA,,,463.2,20.1,0.9144,458.1,15.9,3.847425955,16.95,0.155833333,0.4064,0.49068467,,,79.18825345,,0.2,,,"RTD, SRL from groot",,,,
STIPA CURTISETA,Synonym,STIPA SPARTEA,"synonym already list, at different sites",,,,,,,,,,,,,,,,,,,,,,,
STIPA elegantissima,Accepted,STIPA elegantissima,,,,,,,,,,,,,,,,,,,,,,,,
STIPA JUNCEA,Accepted,STIPA JUNCEA,,,,,,,,,,,,,,,,,,,,,,,,
STIPA NITIDA,Accepted,STIPA NITIDA,,,,,,,,,,,,,,,,,,,,,,,,
STIPA PENNATA,Accepted,STIPA PENNATA,,,,13.2,,345.1,10.1,32.17388889,16.05136437,,,0.238540863,,,45.88074833,,0.4617094,,,"RootC and N, RTD, SRL, diam from groot",,,,
STIPA PULCHRA,Synonym,NASSELLA PULCHRA,Synonym,3.407435,,,,,,,164.6147743,0.176255,,0.01859375,,,132.7,,0.356625,,,"LA, SLA, thick, Diam, SRL, RTD from Justin",,,,
STIPA SCABRA,Accepted,STIPA SCABRA,,,,,,,,,,,,,,,,,,,,,,,,
STIPA SPARTEA,Accepted,STIPA SPARTEA,,1200.542117,459.3430385,14.01546154,0.83222906,,18,12.99977456,8.74965934,,0.254,0.393143677,,0.416652263,61.25734351,,0.2496,,0.163065063,"RTD, SRL, diam from groot",,,,
STIPA SPECIOSA,Accepted,STIPA SPECIOSA,,,,,16.9,,,,15.44,,35.2,1.942,1.442,,22.41,,3.52,,,"SLA, RTD, fineRTD,SRL,rootD,height,depth from PI. Diameter converted to mm. ",,,,
STIPA VAGINATA,Accepted,STIPA VAGINATA,,,,,,,,,,,,,,,,,,,,,,,,
SWAINSONA AFFINIS,Unresolved,,synonym: Swainsona microphylla subsp. affinis ,,,,,,,,,,,,,,,,,,,,,,,
SYMPHORICARPOS ALBUS,Accepted,SYMPHORICARPOS ALBUS,,2302.825,,14.05,1.538133333,,,6.955958626,19.90333333,,0.4572,,,0.358885,,,,,,,,,,
SYMPHYOTRICHUM DRUMMONDII,Accepted,SYMPHYOTRICHUM DRUMMONDII,,,,,,,,,,,,,,,,,,,,,,,,
SYMPHYOTRICHUM ERICOIDES,Accepted,SYMPHYOTRICHUM ERICOIDES,,,,,,,11.01821,0.113666667,20.14194711,,0.76,0.151923077,,0.273989029,73.83666667,,0.3263,,,"RootN, depth, RTD, SRL, diam from groot",,,,
SYMPHYOTRICHUM FALCATUM,Accepted,SYMPHYOTRICHUM FALCATUM,,,,,,,,,,,,,,,70.79280248,,0.31118,,,"SRL, diam from groot",,,,
SYMPHYOTRICHUM LAEVE,Accepted,SYMPHYOTRICHUM LAEVE,,,,,0.976666667,,,0.306,14.28815235,,,0.253411079,,0.220232393,69.91354785,,0.323475,,,"RTD, SRL, diam from groot",,,,
SYMPHYOTRICHUM LANCEOLATUM,Accepted,SYMPHYOTRICHUM LANCEOLATUM,,,,,1.8288,,,0.36499931,,,0.2032,,,,,,,,,,,,,
SYMPHYOTRICHUM NOVAE-ANGLIAE,Accepted,SYMPHYOTRICHUM NOVAE-ANGLIAE,,,,,1.022302632,,,0.483555556,23.88988777,,,0.12,,0.22427072,52,,,,,"RTD, SRL from groot",,,,
SYMPHYOTRICHUM NOVI-BELGII,Accepted,SYMPHYOTRICHUM NOVI-BELGII,,1459.666667,,,1.367933333,,,0.517666149,19.6,,0.254,,,0.210333333,,,,,,,,,,
SYMPHYOTRICHUM OBLONGIFOLIUM,Accepted,SYMPHYOTRICHUM OBLONGIFOLIUM,,,,,,,,,,,0.73,0.324153605,,,44.79630213,,0.314933333,,,"depth, RTD, SRL, diam from groot",,,,
SYMPHYOTRICHUM OOLENTANGIENSE,Accepted,SYMPHYOTRICHUM OOLENTANGIENSE,,1593.716617,420.2786667,16.02907407,,,19.81443763,0.17,14.68950044,,,0.12,,0.243617151,81.16666667,,0.35,,,"RootN, RTD, SRL, diam from groot",,,,
SYMPHYOTRICHUM PILOSUM,Accepted,SYMPHYOTRICHUM PILOSUM,,,,,0.861666667,,,,18.27837298,,,,,0.215249227,,,,,,,,,,
SYMPHYOTRICHUM WALTERI,Accepted,SYMPHYOTRICHUM WALTERI,,,,,,,,,,,,,,,,,,,,,,,,
SYRENIA CANA,Accepted,SYRENIA CANA,,,,,,,,,,,,,,,,,,,,,,,,
TAGETES MINUTA,Accepted,TAGETES MINUTA,,,,44.5,0.7,,10.3,0.975,13.875,0.250833333,,0.081,,,44.84,,,,,"RootN, RTD, SRL from groot",,,,
TARAXACUM ALPINUM,Unresolved,,NA,,,,,,,0.45,,,,,,,,,,,,,,,,
TARAXACUM CAMPYLODES,Accepted,TARAXACUM CAMPYLODES,,1499.574667,409.7013602,28.3472693,0.288036415,411,10.73618,0.646134654,30.05916441,0.214083333,0.1524,,,0.143880875,213.1,,0.292,,,"RootC, SRL, diam from groot",,,,
TARAXACUM PYRENAICUM,Accepted,TARAXACUM PYRENAICUM,,,,,,,,,,,,,,,,,,,,,,,,
TARAXACUM TARAXACUM,Synonym,TARAXACUM CAMPYLODES,"synonym already list, at different sites",,,,,,,,,,,,,,,,,,,,,,,
TEUCRIUM CAPITATUM,Accepted,TEUCRIUM CAPITATUM,,,,,,,,0.8,,,,,,,,,,,,,,,,
TEUCRIUM CHAMAEDRYS,Accepted,TEUCRIUM CHAMAEDRYS,,136.03,,,0.190683889,435.9,19.69,1.3875,14.12995424,0.26446,,0.187321285,,0.302288889,149.5449877,,0.264622222,,,"RootC and N, RTD, SRL, diam from groot",,,,
TEUCRIUM MONTANUM,Accepted,TEUCRIUM MONTANUM,,45.01666667,,,0.275,,,0.58,18.07333333,,,,,0.264423333,,,,,,,,,,
THALICTRUM VENULOSUM,Accepted,THALICTRUM VENULOSUM,,,,,,,,3.08,,,,,,,,,,,,,,,,
THELESPERMA FILIFOLIUM,Accepted,THELESPERMA FILIFOLIUM,,,,,,,,2.21,,,,,,,,,,,,,,,,
THEMEDA TRIANDRA,Accepted,THEMEDA TRIANDRA,,700,431,13.22821429,1.5,356.425,4.35,2.781333333,9.2635,0.10125,,,,,,,0.2625,,,,,,,
THESIUM HUMIFUSUM,Accepted,THESIUM HUMIFUSUM,,,,,0.19375,,,2.93,,,,,,,,,,,,,,,,
THLASPI ARVENSE,Accepted,THLASPI ARVENSE,,1214.333333,,,0.423333333,,,1.098168571,24.42761317,0.18,,,,0.165666667,,,,,,,,,,
THUNBERGIA ATRIPLICIFOLIA,Accepted,THUNBERGIA ATRIPLICIFOLIA,,,,,,,,,,,,,,,,,,,,,,,,
THYMELAEA TINCTORIA,Accepted,THYMELAEA TINCTORIA,,,,,,,,,,,,,,,,,,,,,,,,
THYMUS SERPYLLUM,Accepted,THYMUS SERPYLLUM,,10.34,456.26,19.815,0.08775,,,0.199844444,12.59845839,,0.250506667,0.7,,,11.2,,,,1.727,"RTD, SRL from groot",,,,
THYMUS VULGARIS,Accepted,THYMUS VULGARIS,,,,11.4,0.35,,,0.754385417,14.66027328,0.379,0.3318,,,,,,,,,,,,,
THYSANOTUS PATERSONII,Accepted,THYSANOTUS PATERSONII,,,,,,,,0.87,,,,,,,,,,,,,,,,
THYSANOTUS TUBEROSUS,Accepted,THYSANOTUS TUBEROSUS,,,,,,,,,,,,,,,,,,,,,,,,
TIDESTROMIA LANUGINOSA,Accepted,TIDESTROMIA LANUGINOSA,,,,,,,,,17.09882973,,,78.46359763,5.40E-07,,,0.000437819,0.074,,,"SLA, RTD, fineRTD, SRL, Diam from Farkas, T.E., B.P. Gerstner, and K.D. Whitney. 2021. SEV-LTER Plant Traits Database ver 1. Environmental Data Initiative. https://doi.org/10.6073/pasta/5b3a6d80a1c6d3121a2196cb40838849 (Accessed 2023-03-20).",,,,
TORILIS ARVENSIS,Accepted,TORILIS ARVENSIS,,988.93,,,0.725,,,1.4025,27.94666667,,,,,0.19672,,,,,,,,,,
TOXICOSCORDION BREVIBRACTEATUM,Accepted,TOXICOSCORDION BREVIBRACTEATUM,,,,,,,,,,,,,,,,,,,,,,,,
TRACHYMENE GLAUCIFOLIA,Unresolved,,synonym: Didiscus glaucifolius,,,,,,,5.4525,,,,,,,,,,,,,,,,
TRACHYMENE HUMILIS,Unresolved,,synonym: Didiscus humilis,,,,,,,,,,,,,,,,,,,,,,,
TRADESCANTIA OCCIDENTALIS,Accepted,TRADESCANTIA OCCIDENTALIS,,575.1852222,404.63,19.58333333,0.3445,,,3.155,15.39121988,,,,,,,,,,0.221951681,,,,,
TRAGIA BETONICIFOLIA,Accepted,TRAGIA BETONICIFOLIA,,,,,,,,,,,,,,,,,,,,,,,,
